name,weight,measure,protein-gm,protein-unit,protein-value,fat-gm,fat-unit,fat-value,carb-gm,carb-unit,carb-value
"Pork, fresh, loin, center loin (chops), bone-in, separable lean only, cooked, pan-fried",85.0,3.0 oz,29.56,g,25.13,7.66,g,6.51,0.0,g,0.00
"Pork, fresh, loin, center loin (chops), bone-in, separable lean only, raw",85.0,3.0 oz,21.99,g,18.69,3.71,g,3.15,0.0,g,0.00
"Pork, fresh, loin, center loin (chops), boneless, separable lean and fat, cooked, pan-broiled",85.0,3.0 oz,26.68,g,22.68,13.6,g,11.56,0.0,g,0.00
"Pork, fresh, loin, center loin (chops), boneless, separable lean and fat, raw",85.0,3.0 oz,21.14,g,17.97,12.96,g,11.02,0.0,g,0.00
"Pork, fresh, loin, center loin (chops), boneless, separable lean only, cooked, pan-broiled",114.0,4.0 oz,30.02,g,34.22,4.65,g,5.30,0.0,g,0.00
"Pork, fresh, loin, center loin (chops), boneless, separable lean only, raw",114.0,4.0 oz,23.75,g,27.08,3.09,g,3.52,0.0,g,0.00
"Pork, fresh, loin, center loin (roasts), bone-in, separable lean and fat, cooked, roasted",85.0,3.0 oz,27.01,g,22.96,12.8,g,10.88,0.0,g,0.00
"Pork, fresh, loin, center loin (roasts), bone-in, separable lean only, cooked, roasted",85.0,3.0 oz,28.58,g,24.29,7.95,g,6.76,0.0,g,0.00
"Pork, fresh, loin, center rib (chops or roasts), bone-in, separable lean and fat, raw",133.0,"1.0 chop without refuse (Yield from 1 raw chop, with refuse, weighing 201g)",20.28,g,26.97,11.04,g,14.68,0.0,g,0.00
"Pork, fresh, loin, center rib (chops or roasts), bone-in, separable lean only, raw",85.0,3.0 oz,21.79,g,18.52,4.8,g,4.08,0.0,g,0.00
"Pork, fresh, loin, center rib (chops or roasts), boneless, separable lean and fat, raw",85.0,3.0 oz,19.9,g,16.92,14.01,g,11.91,0.0,g,0.00
"Pork, fresh, loin, center rib (chops or roasts), boneless, separable lean only, raw",85.0,3.0 oz,21.8,g,18.53,6.48,g,5.51,0.0,g,0.00
"Pork, fresh, loin, center rib (chops), bone-in, separable lean and fat, cooked, braised",85.0,3.0 oz,26.66,g,22.66,16.28,g,13.84,0.0,g,0.00
"Pork, fresh, loin, center rib (chops), bone-in, separable lean and fat, cooked, broiled",112.0,"1.0 chop without refuse (Yield from 1 cooked chop, with refuse, weighing 172g)",24.42,g,27.35,13.04,g,14.60,0.0,g,0.00
"Pork, fresh, loin, center rib (chops), bone-in, separable lean and fat, cooked, pan-fried",85.0,3.0 oz,26.81,g,22.79,15.71,g,13.35,0.0,g,0.00
"Pork, fresh, loin, center rib (chops), bone-in, separable lean only, cooked, braised",85.0,3.0 oz,29.03,g,24.68,9.32,g,7.92,0.0,g,0.00
"Pork, fresh, loin, center rib (chops), bone-in, separable lean only, cooked, broiled",85.0,3.0 oz,25.79,g,21.92,8.36,g,7.11,0.0,g,0.00
"Pork, fresh, loin, center rib (chops), bone-in, separable lean only, cooked, pan-fried",85.0,3.0 oz,28.84,g,24.51,9.73,g,8.27,0.0,g,0.00
"Pork, fresh, loin, center rib (chops), boneless, separable lean and fat, cooked, braised",85.0,3.0 oz,26.29,g,22.35,15.79,g,13.42,0.0,g,0.00
"Pork, fresh, loin, center rib (chops), boneless, separable lean and fat, cooked, broiled",85.0,3.0 oz,27.63,g,23.49,15.76,g,13.40,0.0,g,0.00
"Pork, fresh, loin, center rib (chops), boneless, separable lean and fat, cooked, pan-fried",85.0,3.0 oz,25.82,g,21.95,18.05,g,15.34,0.0,g,0.00
"Pork, fresh, loin, center rib (chops), boneless, separable lean only, cooked, braised",85.0,3.0 oz,27.95,g,23.76,10.14,g,8.62,0.0,g,0.00
"Pork, fresh, loin, center rib (chops), boneless, separable lean only, cooked, broiled",85.0,3.0 oz,29.46,g,25.04,10.05,g,8.54,0.0,g,0.00
"Pork, fresh, loin, center rib (chops), boneless, separable lean only, cooked, pan-fried",85.0,3.0 oz,27.68,g,23.53,11.8,g,10.03,0.0,g,0.00
"Pork, fresh, loin, center rib (roasts), bone-in, separable lean and fat, cooked, roasted",85.0,3.0 oz,26.99,g,22.94,14.68,g,12.48,0.0,g,0.00
"Pork, fresh, loin, center rib (roasts), bone-in, separable lean only, cooked, roasted",85.0,3.0 oz,28.82,g,24.50,9.21,g,7.83,0.0,g,0.00
"Pork, fresh, loin, center rib (roasts), boneless, separable lean and fat, cooked, roasted",85.0,3.0 oz,26.99,g,22.94,15.15,g,12.88,0.0,g,0.00
"Pork, fresh, loin, center rib (roasts), boneless, separable lean only, cooked, roasted",85.0,3.0 oz,28.81,g,24.49,10.13,g,8.61,0.0,g,0.00
"Pork, fresh, loin, country-style ribs, separable lean and fat, bone-in, cooked, broiled",122.0,1.0 rack,25.58,g,31.21,17.56,g,21.42,0.0,g,0.00
"Pork, fresh, loin, country-style ribs, separable lean and fat, bone-in, cooked, roasted",138.0,1.0 rack,21.75,g,30.02,29.46,g,40.65,0.0,g,0.00
"Pork, fresh, loin, country-style ribs, separable lean and fat, boneless, cooked, broiled",122.0,1.0 rack,26.28,g,32.06,15.73,g,19.19,0.0,g,0.00
"Pork, fresh, loin, country-style ribs, separable lean and fat, boneless, cooked, roasted",138.0,1.0 rack,26.4,g,36.43,18.31,g,25.27,0.0,g,0.00
"Pork, fresh, loin, country-style ribs, separable lean and fat, cooked, braised",86.0,"1.0 rib without refuse (Yield from 1 cooked rib, with refuse, weighing 140g)",26.49,g,22.78,17.71,g,15.23,0.0,g,0.00
"Pork, fresh, loin, country-style ribs, separable lean and fat, raw",128.0,"1.0 rib without refuse (Yield from 1 raw rib, with refuse, weighing 196g)",19.34,g,24.76,11.82,g,15.13,0.0,g,0.00
"Pork, fresh, loin, country-style ribs, separable lean only, bone-in, cooked, broiled",122.0,1.0 rack,27.83,g,33.95,11.65,g,14.21,0.0,g,0.00
"Pork, fresh, loin, country-style ribs, separable lean only, bone-in, cooked, roasted",138.0,1.0 rack,29.2,g,40.30,11.38,g,15.70,0.0,g,0.00
"Pork, fresh, loin, country-style ribs, separable lean only, boneless, cooked, broiled",122.0,1.0 rack,27.83,g,33.95,11.65,g,14.21,0.0,g,0.00
"Pork, fresh, loin, country-style ribs, separable lean only, boneless, cooked, roasted",138.0,1.0 rack,29.2,g,40.30,11.38,g,15.70,0.0,g,0.00
"Pork, fresh, loin, country-style ribs, separable lean only, cooked, braised",80.0,"1.0 rib without refuse (yield from 1 cooked rib, with refuse, weighing 141g)",27.74,g,22.19,14.26,g,11.41,0.0,g,0.00
"Pork, fresh, loin, country-style ribs, separable lean only, raw",85.0,3.0 oz,20.76,g,17.65,5.64,g,4.79,0.0,g,0.00
"Pork, fresh, loin, sirloin (chops or roasts), bone-in, separable lean and fat, raw",85.0,3.0 oz,20.48,g,17.41,8.96,g,7.62,0.0,g,0.00
"Pork, fresh, loin, sirloin (chops or roasts), bone-in, separable lean only, raw",85.0,3.0 oz,21.65,g,18.40,4.02,g,3.42,0.0,g,0.00
"Pork, fresh, loin, sirloin (chops or roasts), boneless, separable lean and fat, raw",85.0,3.0 oz,22.49,g,19.12,4.05,g,3.44,0.0,g,0.00
"Pork, fresh, loin, sirloin (chops or roasts), boneless, separable lean only, raw",85.0,3.0 oz,22.81,g,19.39,2.59,g,2.20,0.0,g,0.00
"Pork, fresh, loin, sirloin (chops), bone-in, separable lean and fat, cooked, braised",85.0,3.0 oz,28.81,g,24.49,12.31,g,10.46,0.0,g,0.00
"Pork, fresh, loin, sirloin (chops), bone-in, separable lean and fat, cooked, broiled",85.0,3.0 oz,26.96,g,22.92,11.82,g,10.05,0.0,g,0.00
"Pork, fresh, loin, sirloin (chops), bone-in, separable lean only, cooked, braised",85.0,3.0 oz,31.0,g,26.35,6.9,g,5.86,0.0,g,0.00
"Pork, fresh, loin, sirloin (chops), bone-in, separable lean only, cooked, broiled",85.0,3.0 oz,29.29,g,24.90,5.45,g,4.63,0.0,g,0.00
"Pork, fresh, loin, sirloin (chops), boneless, separable lean and fat, cooked, braised",85.0,3.0 oz,28.41,g,24.15,5.47,g,4.65,0.0,g,0.00
"Pork, fresh, loin, sirloin (chops), boneless, separable lean and fat, cooked, broiled",85.0,3.0 oz,28.19,g,23.96,5.53,g,4.70,0.0,g,0.00
"Pork, fresh, loin, sirloin (chops), boneless, separable lean only, cooked, braised",85.0,3.0 oz,28.75,g,24.44,4.5,g,3.82,0.0,g,0.00
"Pork, fresh, loin, sirloin (chops), boneless, separable lean only, cooked, broiled",85.0,3.0 oz,28.6,g,24.31,4.36,g,3.71,0.0,g,0.00
"Pork, fresh, loin, sirloin (roasts), bone-in, separable lean and fat, cooked, roasted",85.0,3.0 oz,26.64,g,22.64,12.87,g,10.94,0.0,g,0.00
"Pork, fresh, loin, sirloin (roasts), bone-in, separable lean only, cooked, roasted",85.0,"3.0 oz (Yield from 1 cooked roast, with refuse, weighing 1515g)",27.78,g,23.61,9.44,g,8.02,0.0,g,0.00
"Pork, fresh, loin, sirloin (roasts), boneless, separable lean and fat, cooked, roasted",85.0,3.0 oz,29.62,g,25.18,7.32,g,6.22,0.0,g,0.00
"Pork, fresh, loin, sirloin (roasts), boneless, separable lean only, cooked, roasted",85.0,3.0 oz,30.39,g,25.83,5.31,g,4.51,0.0,g,0.00
"Pork, fresh, loin, tenderloin, separable lean and fat, cooked, broiled",85.0,3.0 oz,29.86,g,25.38,8.11,g,6.89,0.0,g,0.00
"Pork, fresh, loin, tenderloin, separable lean and fat, cooked, roasted",85.0,3.0 oz,26.04,g,22.13,3.96,g,3.37,0.0,g,0.00
"Pork, fresh, loin, tenderloin, separable lean and fat, raw",85.0,3.0 oz,20.65,g,17.55,3.53,g,3.00,0.0,g,0.00
"Pork, fresh, loin, tenderloin, separable lean and fat, with added solution, cooked, roasted",85.0,3.0 oz,21.5,g,18.28,3.7,g,3.14,0.31,g,0.26
"Pork, fresh, loin, tenderloin, separable lean and fat, with added solution, raw",85.0,3.0 oz,20.16,g,17.14,3.14,g,2.67,0.0,g,0.00
"Pork, fresh, loin, tenderloin, separable lean only, cooked, broiled",85.0,3.0 oz,30.42,g,25.86,6.33,g,5.38,0.0,g,0.00
"Pork, fresh, loin, tenderloin, separable lean only, cooked, roasted",85.0,3.0 oz,26.17,g,22.24,3.51,g,2.98,0.0,g,0.00
"Pork, fresh, loin, tenderloin, separable lean only, raw",85.0,3.0 oz,20.95,g,17.81,2.17,g,1.84,0.0,g,0.00
"Pork, fresh, loin, tenderloin, separable lean only, with added solution, cooked, roasted",85.0,3.0 oz,21.61,g,18.37,3.15,g,2.68,0.31,g,0.26
"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, cooked, braised",135.0,1.0 chop,29.2,g,39.42,8.31,g,11.22,0.0,g,0.00
"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, cooked, broiled",145.0,1.0 chop,26.62,g,38.60,9.14,g,13.25,0.0,g,0.00
"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, cooked, pan-fried",142.0,1.0 chop,29.36,g,41.69,7.86,g,11.16,0.0,g,0.00
"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, raw",85.0,3.0 oz,21.55,g,18.32,6.94,g,5.90,0.0,g,0.00
"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, with added solution, cooked, broiled",107.0,1.0 chop,28.33,g,30.31,9.42,g,10.08,0.02,g,0.02
"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, with added solution, cooked, pan-broiled",150.0,1.0 chop boneless (yield from 189g raw meat),28.35,g,42.52,7.66,g,11.49,0.0,g,0.00
"Pork, fresh, loin, top loin (chops), boneless, separable lean and fat, with added solution, raw",146.0,1.0 chop,19.45,g,28.40,10.26,g,14.98,0.0,g,0.00
"Pork, fresh, loin, top loin (chops), boneless, separable lean only, cooked, braised",135.0,1.0 chop,30.54,g,41.23,4.34,g,5.86,0.0,g,0.00
"Pork, fresh, loin, top loin (chops), boneless, separable lean only, cooked, broiled",145.0,1.0 chop,27.58,g,39.99,6.08,g,8.82,0.0,g,0.00
"Pork, fresh, loin, top loin (chops), boneless, separable lean only, cooked, pan-fried",142.0,1.0 chop,30.46,g,43.25,4.62,g,6.56,0.0,g,0.00
"Pork, fresh, loin, top loin (chops), boneless, separable lean only, raw",85.0,3.0 oz,22.41,g,19.05,3.42,g,2.91,0.0,g,0.00
"Pork, fresh, loin, top loin (chops), boneless, separable lean only, with added solution, cooked, broiled",107.0,1.0 chop,29.65,g,31.73,5.73,g,6.13,0.0,g,0.00
"Pork, fresh, loin, top loin (chops), boneless, separable lean only, with added solution, cooked, pan-broiled",150.0,1.0 chop boneless,28.95,g,43.42,5.0,g,7.50,0.0,g,0.00
"Pork, fresh, loin, top loin (chops), boneless, separable lean only, with added solution, raw",114.0,4.0 oz,21.09,g,24.04,3.48,g,3.97,0.22,g,0.25
"Pork, fresh, loin, top loin (roasts), boneless, separable lean and fat, cooked, roasted",85.0,3.0 oz,26.45,g,22.48,8.82,g,7.50,0.0,g,0.00
"Pork, fresh, loin, top loin (roasts), boneless, separable lean and fat, raw",85.0,3.0 oz,21.34,g,18.14,8.33,g,7.08,0.0,g,0.00
"Pork, fresh, loin, top loin (roasts), boneless, separable lean only, cooked, roasted",85.0,3.0 oz,27.23,g,23.15,6.28,g,5.34,0.0,g,0.00
"Pork, fresh, loin, top loin (roasts), boneless, separable lean only, raw",85.0,3.0 oz,22.39,g,19.03,4.06,g,3.45,0.0,g,0.00
"Pork, fresh, loin, whole, separable lean and fat, cooked, braised",85.0,3.0 oz,27.23,g,23.15,13.62,g,11.58,0.0,g,0.00
"Pork, fresh, loin, whole, separable lean and fat, cooked, broiled",85.0,3.0 oz,27.32,g,23.22,13.92,g,11.83,0.0,g,0.00
"Pork, fresh, loin, whole, separable lean and fat, cooked, roasted",85.0,3.0 oz,27.09,g,23.03,14.65,g,12.45,0.0,g,0.00
"Pork, fresh, loin, whole, separable lean and fat, raw",85.0,3.0 oz,19.74,g,16.78,12.58,g,10.69,0.0,g,0.00
"Pork, fresh, loin, whole, separable lean only, cooked, braised",85.0,3.0 oz,28.57,g,24.28,9.12,g,7.75,0.0,g,0.00
"Pork, fresh, loin, whole, separable lean only, cooked, broiled",85.0,3.0 oz,28.57,g,24.28,9.8,g,8.33,0.0,g,0.00
"Pork, fresh, loin, whole, separable lean only, cooked, roasted",85.0,3.0 oz,28.62,g,24.33,9.63,g,8.19,0.0,g,0.00
"Pork, fresh, loin, whole, separable lean only, raw",85.0,3.0 oz,21.43,g,18.22,5.66,g,4.81,0.0,g,0.00
"Pork, fresh, separable fat, cooked",28.35,1.0 oz,7.06,g,2.00,66.1,g,18.74,0.0,g,0.00
"Pork, fresh, separable fat, raw",28.35,1.0 oz,9.25,g,2.62,65.7,g,18.63,0.0,g,0.00
"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean and fat, cooked, braised",85.0,3.0 oz,25.07,g,21.31,17.69,g,15.04,0.0,g,0.00
"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean and fat, raw",85.0,3.0 oz,17.42,g,14.81,12.36,g,10.51,0.0,g,0.00
"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean and fat, with added solution, cooked, braised",85.0,3.0 oz,25.84,g,21.96,16.94,g,14.40,0.03,g,0.03
"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean and fat,with added solution, raw",85.0,3.0 oz,17.19,g,14.61,11.12,g,9.45,0.16,g,0.14
"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean only, cooked, braised",85.0,3.0 oz,26.57,g,22.58,13.2,g,11.22,0.0,g,0.00
"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean only, raw",85.0,3.0 oz,18.73,g,15.92,5.71,g,4.85,0.0,g,0.00
"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean only, with added solution cooked, braised",85.0,3.0 oz,27.58,g,23.44,12.14,g,10.32,0.0,g,0.00
"Pork, fresh, shoulder, (Boston butt), blade (steaks), separable lean only, with added solution, raw",85.0,3.0 oz,18.29,g,15.55,5.36,g,4.56,0.18,g,0.15
"Pork, fresh, shoulder, arm picnic, separable lean and fat, cooked, braised",85.0,3.0 oz,24.88,g,21.15,14.33,g,12.18,0.0,g,0.00
"Pork, fresh, shoulder, arm picnic, separable lean and fat, cooked, roasted",135.0,"1.0 cup, diced",23.47,g,31.68,24.01,g,32.41,0.0,g,0.00
"Pork, fresh, shoulder, arm picnic, separable lean and fat, raw",85.0,3.0 oz,18.71,g,15.90,12.51,g,10.63,0.0,g,0.00
"Pork, fresh, shoulder, arm picnic, separable lean only, cooked, braised",85.0,3.0 oz,26.76,g,22.75,8.87,g,7.54,0.0,g,0.00
"Pork, fresh, shoulder, arm picnic, separable lean only, cooked, roasted",85.0,3.0 oz,26.68,g,22.68,12.62,g,10.73,0.0,g,0.00
"Pork, fresh, shoulder, arm picnic, separable lean only, raw",85.0,3.0 oz,20.26,g,17.22,3.77,g,3.20,0.0,g,0.00
"Pork, fresh, shoulder, blade, boston (roasts), separable lean and fat, cooked, roasted",85.0,3.0 oz,23.11,g,19.64,18.86,g,16.03,0.0,g,0.00
"Pork, fresh, shoulder, blade, boston (roasts), separable lean only, cooked, roasted",85.0,3.0 oz,24.21,g,20.58,14.3,g,12.16,0.0,g,0.00
"Pork, fresh, shoulder, blade, boston (steaks), separable lean and fat, cooked, broiled",85.0,3.0 oz,25.58,g,21.74,16.61,g,14.12,0.0,g,0.00
"Pork, fresh, shoulder, blade, boston (steaks), separable lean only, cooked, broiled",85.0,3.0 oz,26.74,g,22.73,12.54,g,10.66,0.0,g,0.00
"Pork, fresh, shoulder, whole, separable lean and fat, cooked, roasted",135.0,"1.0 cup, diced",23.28,g,31.43,21.39,g,28.88,0.0,g,0.00
"Pork, fresh, shoulder, whole, separable lean and fat, raw",28.35,1.0 oz,17.18,g,4.87,17.99,g,5.10,0.0,g,0.00
"Pork, fresh, shoulder, whole, separable lean only, cooked, roasted",135.0,"1.0 cup, diced",25.33,g,34.20,13.54,g,18.28,0.0,g,0.00
"Pork, fresh, shoulder, whole, separable lean only, raw",28.35,1.0 oz,19.55,g,5.54,7.14,g,2.02,0.0,g,0.00
"Pork, fresh, spareribs, separable lean and fat, cooked, braised",85.0,3.0 oz,29.06,g,24.70,30.3,g,25.76,0.0,g,0.00
"Pork, fresh, spareribs, separable lean and fat, cooked, roasted",85.0,3.0 oz,20.89,g,17.76,30.86,g,26.23,0.0,g,0.00
"Pork, fresh, spareribs, separable lean and fat, raw",85.0,3.0 oz,15.47,g,13.15,23.4,g,19.89,0.0,g,0.00
"Pork, fresh, variety meats and by-products, brain, cooked, braised",85.0,3.0 oz,12.14,g,10.32,9.51,g,8.08,0.0,g,0.00
"Pork, fresh, variety meats and by-products, brain, raw",28.35,1.0 oz,10.28,g,2.91,9.21,g,2.61,0.0,g,0.00
"Pork, fresh, variety meats and by-products, chitterlings, cooked, simmered",85.0,3.0 oz,12.49,g,10.62,20.32,g,17.27,0.0,g,0.00
"Pork, fresh, variety meats and by-products, chitterlings, raw",28.35,1.0 oz,7.64,g,2.17,16.61,g,4.71,0.0,g,0.00
"Pork, fresh, variety meats and by-products, ears, frozen, cooked, simmered",111.0,1.0 ear (yield after cooking),15.95,g,17.70,10.8,g,11.99,0.2,g,0.22
"Pork, fresh, variety meats and by-products, ears, frozen, raw",28.35,1.0 oz,22.45,g,6.36,15.1,g,4.28,0.6,g,0.17
"Pork, fresh, variety meats and by-products, feet, cooked, simmered",85.0,3.0 oz,21.94,g,18.65,16.05,g,13.64,0.0,g,0.00
"Pork, fresh, variety meats and by-products, feet, raw",28.35,1.0 oz,23.16,g,6.57,12.59,g,3.57,0.0,g,0.00
"Pork, fresh, variety meats and by-products, heart, cooked, braised",145.0,1.0 cup,23.6,g,34.22,5.05,g,7.32,0.4,g,0.58
"Pork, fresh, variety meats and by-products, heart, raw",28.35,1.0 oz,17.27,g,4.90,4.36,g,1.24,1.33,g,0.38
"Pork, fresh, variety meats and by-products, jowl, raw",28.35,1.0 oz,6.38,g,1.81,69.61,g,19.73,0.0,g,0.00
"Pork, fresh, variety meats and by-products, kidneys, cooked, braised",140.0,1.0 cup,25.4,g,35.56,4.7,g,6.58,0.0,g,0.00
"Pork, fresh, variety meats and by-products, kidneys, raw",28.35,1.0 oz,16.46,g,4.67,3.25,g,0.92,0.0,g,0.00
"Pork, fresh, variety meats and by-products, leaf fat, raw",28.35,1.0 oz,1.76,g,0.50,94.16,g,26.69,0.0,g,0.00
"Pork, fresh, variety meats and by-products, liver, cooked, braised",85.0,3.0 oz,26.02,g,22.12,4.4,g,3.74,3.76,g,3.20
"Pork, fresh, variety meats and by-products, liver, raw",28.35,1.0 oz,21.39,g,6.06,3.65,g,1.03,2.47,g,0.70
"Pork, fresh, variety meats and by-products, lungs, cooked, braised",85.0,3.0 oz,16.6,g,14.11,3.1,g,2.64,0.0,g,0.00
"Pork, fresh, variety meats and by-products, lungs, raw",28.35,1.0 oz,14.08,g,3.99,2.72,g,0.77,0.0,g,0.00
"Pork, fresh, variety meats and by-products, mechanically separated, raw",28.35,1.0 oz,15.03,g,4.26,26.54,g,7.52,0.0,g,0.00
"Pork, fresh, variety meats and by-products, pancreas, cooked, braised",85.0,3.0 oz,28.5,g,24.22,10.8,g,9.18,0.0,g,0.00
"Pork, fresh, variety meats and by-products, pancreas, raw",28.35,1.0 oz,18.56,g,5.26,13.24,g,3.75,0.0,g,0.00
"Pork, fresh, variety meats and by-products, spleen, cooked, braised",85.0,3.0 oz,28.2,g,23.97,3.2,g,2.72,0.0,g,0.00
"Pork, fresh, variety meats and by-products, spleen, raw",28.35,1.0 oz,17.86,g,5.06,2.59,g,0.73,0.0,g,0.00
"Pork, fresh, variety meats and by-products, stomach, cooked, simmered",85.0,3.0 oz,21.4,g,18.19,7.26,g,6.17,0.09,g,0.08
"Pork, fresh, variety meats and by-products, stomach, raw",28.35,1.0 oz,16.85,g,4.78,10.14,g,2.87,0.0,g,0.00
"Pork, fresh, variety meats and by-products, tail, cooked, simmered",85.0,3.0 oz,17.0,g,14.45,35.8,g,30.43,0.0,g,0.00
"Pork, fresh, variety meats and by-products, tail, raw",28.35,1.0 oz,17.75,g,5.03,33.5,g,9.50,0.0,g,0.00
"Pork, fresh, variety meats and by-products, tongue, cooked, braised",85.0,3.0 oz,24.1,g,20.48,18.6,g,15.81,0.0,g,0.00
"Pork, fresh, variety meats and by-products, tongue, raw",28.35,1.0 oz,16.3,g,4.62,17.2,g,4.88,0.0,g,0.00
"Pork, ground, 72% lean / 28% fat, cooked, crumbles",113.0,4.0 oz,22.83,g,25.80,32.93,g,37.21,1.39,g,1.57
"Pork, ground, 72% lean / 28% fat, cooked, pan-broiled",85.0,3.0 oz grilled patties,22.59,g,19.20,31.42,g,26.71,1.08,g,0.92
"Pork, ground, 84% lean / 16% fat, cooked, crumbles",85.0,3.0 oz grilled patties,26.69,g,22.69,20.04,g,17.03,0.58,g,0.49
"Pork, ground, 84% lean / 16% fat, cooked, pan-broiled",85.0,3.0 oz grilled patties,27.14,g,23.07,21.39,g,18.18,0.0,g,0.00
"Pork, ground, 84% lean / 16% fat, raw",113.0,4.0 oz,17.99,g,20.33,16.0,g,18.08,0.44,g,0.50
"Pork, ground, 96% lean / 4% fat, cooked, crumbles",85.0,3.0 oz grilled patties,30.55,g,25.97,7.15,g,6.08,0.0,g,0.00
"Pork, ground, 96% lean / 4% fat, cooked, pan-broiled",85.0,3.0 oz grilled patties,31.69,g,26.94,6.2,g,5.27,0.57,g,0.48
"Pork, ground, 96% lean / 4% fat, raw",113.0,4.0 oz,21.1,g,23.84,4.0,g,4.52,0.21,g,0.24
"Pork, Leg Cap Steak, boneless, separable lean and fat, raw",85.0,3.0 oz,21.64,g,18.39,3.39,g,2.88,0.0,g,0.00
"Pork, Leg sirloin tip roast, boneless, separable lean and fat, cooked, braised",85.0,3.0 oz,31.11,g,26.44,2.56,g,2.18,0.0,g,0.00
"Pork, Leg sirloin tip roast, boneless, separable lean and fat, raw",85.0,3.0 oz,22.88,g,19.45,1.71,g,1.45,0.0,g,0.00
"Pork, loin, leg cap steak, boneless, separable lean and fat, cooked, broiled",85.0,3.0 oz,27.57,g,23.43,4.41,g,3.75,0.0,g,0.00
"Pork, oriental style, dehydrated",22.0,1.0 cup,11.8,g,2.60,62.4,g,13.73,1.4,g,0.31
